Team Home,Team Away,Ergebnis,Saison,Spieltag,Wochentag,Liga
SV Werder Bremen,1. FSV Mainz 05,1:2,2016,4,Wednesday,bl1
RB Leipzig,Borussia Mönchengladbach,1:1,2016,4,Wednesday,bl1
VfB Stuttgart,1. FC Heidenheim 1846,1:2,2016,4,Friday,bl2
Erzgebirge Aue,Eintracht Braunschweig,0:2,2016,4,Friday,bl2
FC Kickers Würzburg,VfL Bochum,2:0,2016,4,Friday,bl2
FC St. Pauli,Arminia Bielefeld,2:1,2016,4,Saturday,bl2
1. FC Union Berlin,Karlsruher SC,4:0,2016,4,Saturday,bl2
Hannover 96,Dynamo Dresden,0:2,2016,4,Sunday,bl2
SV Sandhausen,1. FC Kaiserslautern,2:0,2016,4,Sunday,bl2
Fortuna Düsseldorf,SpVgg Greuther Fürth,1:1,2016,4,Sunday,bl2
1. FC Nürnberg,TSV 1860 München,1:2,2016,4,Monday,bl2
Borussia Dortmund,SC Freiburg,3:1,2016,5,Friday,bl1
Borussia Mönchengladbach,FC Ingolstadt 04,2:0,2016,5,Saturday,bl1
1. FSV Mainz 05,Bayer 04 Leverkusen,2:3,2016,5,Saturday,bl1
Hamburger SV,FC Bayern München,0:1,2016,5,Saturday,bl1
FC Augsburg,SV Darmstadt 98,1:0,2016,5,Saturday,bl1
Eintracht Frankfurt,Hertha BSC,3:3,2016,5,Saturday,bl1
SV Werder Bremen,VfL Wolfsburg,2:1,2016,5,Saturday,bl1
TSG Hoffenheim,FC Schalke 04,2:1,2016,5,Sunday,bl1
1. FC Köln,RB Leipzig,1:1,2016,5,Sunday,bl1
VfL Bochum,1. FC Nürnberg,5:4,2016,5,Friday,bl2
SpVgg Greuther Fürth,FC Kickers Würzburg,0:3,2016,5,Friday,bl2
TSV 1860 München,1. FC Union Berlin,1:2,2016,5,Friday,bl2
Eintracht Braunschweig,SV Sandhausen,2:1,2016,5,Saturday,bl2
1. FC Kaiserslautern,VfB Stuttgart,0:1,2016,5,Saturday,bl2
1. FC Heidenheim 1846,Fortuna Düsseldorf,2:0,2016,5,Saturday,bl2
Karlsruher SC,FC St. Pauli,1:1,2016,5,Sunday,bl2
Arminia Bielefeld,Hannover 96,3:3,2016,5,Sunday,bl2
Dynamo Dresden,Erzgebirge Aue,0:3,2016,5,Sunday,bl2
RB Leipzig,FC Augsburg,2:1,2016,6,Friday,bl1
FC Bayern München,1. FC Köln,1:1,2016,6,Saturday,bl1
Hertha BSC,Hamburger SV,2:0,2016,6,Saturday,bl1
FC Ingolstadt 04,TSG Hoffenheim,1:2,2016,6,Saturday,bl1
SV Darmstadt 98,SV Werder Bremen,2:2,2016,6,Saturday,bl1
SC Freiburg,Eintracht Frankfurt,1:0,2016,6,Saturday,bl1
Bayer 04 Leverkusen,Borussia Dortmund,2:0,2016,6,Saturday,bl1
VfL Wolfsburg,1. FSV Mainz 05,0:0,2016,6,Sunday,bl1
FC Schalke 04,Borussia Mönchengladbach,4:0,2016,6,Sunday,bl1
VfB Stuttgart,Eintracht Braunschweig,2:0,2016,6,Tuesday,bl2
1. FC Nürnberg,SpVgg Greuther Fürth,1:2,2016,6,Tuesday,bl2
SV Sandhausen,1. FC Heidenheim 1846,0:0,2016,6,Tuesday,bl2
Fortuna Düsseldorf,VfL Bochum,3:0,2016,6,Tuesday,bl2
Hannover 96,Karlsruher SC,1:0,2016,6,Wednesday,bl2
1. FC Kaiserslautern,Dynamo Dresden,3:0,2016,6,Wednesday,bl2
Erzgebirge Aue,Arminia Bielefeld,1:1,2016,6,Wednesday,bl2
FC Kickers Würzburg,1. FC Union Berlin,0:1,2016,6,Wednesday,bl2
FC St. Pauli,TSV 1860 München,2:2,2016,6,Thursday,bl2
Borussia Dortmund,Hertha BSC,1:1,2016,7,Friday,bl1
Borussia Mönchengladbach,Hamburger SV,0:0,2016,7,Saturday,bl1
1. FC Köln,FC Ingolstadt 04,2:1,2016,7,Saturday,bl1
FC Augsburg,FC Schalke 04,1:1,2016,7,Saturday,bl1
TSG Hoffenheim,SC Freiburg,2:1,2016,7,Saturday,bl1
Eintracht Frankfurt,FC Bayern München,2:2,2016,7,Saturday,bl1
SV Werder Bremen,Bayer 04 Leverkusen,2:1,2016,7,Saturday,bl1
1. FSV Mainz 05,SV Darmstadt 98,2:1,2016,7,Sunday,bl1
VfL Wolfsburg,RB Leipzig,0:1,2016,7,Sunday,bl1
VfL Bochum,VfB Stuttgart,1:1,2016,7,Friday,bl2
Eintracht Braunschweig,Fortuna Düsseldorf,2:1,2016,7,Friday,bl2
SpVgg Greuther Fürth,SV Sandhausen,1:1,2016,7,Friday,bl2
Karlsruher SC,Erzgebirge Aue,2:0,2016,7,Saturday,bl2
1. FC Heidenheim 1846,1. FC Kaiserslautern,3:0,2016,7,Saturday,bl2
Arminia Bielefeld,1. FC Nürnberg,1:3,2016,7,Sunday,bl2
TSV 1860 München,Hannover 96,0:2,2016,7,Sunday,bl2
Dynamo Dresden,FC Kickers Würzburg,2:2,2016,7,Sunday,bl2
1. FC Union Berlin,FC St. Pauli,2:0,2016,7,Monday,bl2
Hamburger SV,Eintracht Frankfurt,0:3,2016,8,Friday,bl1
Bayer 04 Leverkusen,TSG Hoffenheim,0:3,2016,8,Saturday,bl1
Hertha BSC,1. FC Köln,2:1,2016,8,Saturday,bl1
FC Ingolstadt 04,Borussia Dortmund,3:3,2016,8,Saturday,bl1
SV Darmstadt 98,VfL Wolfsburg,3:1,2016,8,Saturday,bl1
SC Freiburg,FC Augsburg,2:1,2016,8,Saturday,bl1
FC Bayern München,Borussia Mönchengladbach,2:0,2016,8,Saturday,bl1
RB Leipzig,SV Werder Bremen,3:1,2016,8,Sunday,bl1
FC Schalke 04,1. FSV Mainz 05,3:0,2016,8,Sunday,bl1
1. FC Nürnberg,1. FC Union Berlin,2:0,2016,8,Friday,bl2
SV Sandhausen,Dynamo Dresden,2:0,2016,8,Friday,bl2
Erzgebirge Aue,VfL Bochum,2:4,2016,8,Friday,bl2
Hannover 96,FC St. Pauli,2:0,2016,8,Saturday,bl2
Fortuna Düsseldorf,Karlsruher SC,1:1,2016,8,Saturday,bl2
1. FC Kaiserslautern,Arminia Bielefeld,0:0,2016,8,Sunday,bl2
1. FC Heidenheim 1846,Eintracht Braunschweig,1:1,2016,8,Sunday,bl2
FC Kickers Würzburg,TSV 1860 München,2:0,2016,8,Sunday,bl2
VfB Stuttgart,SpVgg Greuther Fürth,4:0,2016,8,Monday,bl2
Borussia Mönchengladbach,Eintracht Frankfurt,0:0,2016,9,Friday,bl1
1. FSV Mainz 05,FC Ingolstadt 04,2:0,2016,9,Saturday,bl1
VfL Wolfsburg,Bayer 04 Leverkusen,1:2,2016,9,Saturday,bl1
FC Augsburg,FC Bayern München,1:3,2016,9,Saturday,bl1
SV Werder Bremen,SC Freiburg,1:3,2016,9,Saturday,bl1
SV Darmstadt 98,RB Leipzig,0:2,2016,9,Saturday,bl1
Borussia Dortmund,FC Schalke 04,0:0,2016,9,Saturday,bl1
TSG Hoffenheim,Hertha BSC,1:0,2016,9,Sunday,bl1
1. FC Köln,Hamburger SV,3:0,2016,9,Sunday,bl1
FC St. Pauli,Erzgebirge Aue,1:2,2016,9,Friday,bl2
VfL Bochum,SV Sandhausen,2:2,2016,9,Friday,bl2
Arminia Bielefeld,FC Kickers Würzburg,0:1,2016,9,Friday,bl2
SpVgg Greuther Fürth,1. FC Heidenheim 1846,0:2,2016,9,Saturday,bl2
Dynamo Dresden,VfB Stuttgart,5:0,2016,9,Saturday,bl2
1. FC Union Berlin,Hannover 96,2:1,2016,9,Sunday,bl2
Karlsruher SC,1. FC Nürnberg,0:3,2016,9,Sunday,bl2
TSV 1860 München,Fortuna Düsseldorf,1:3,2016,9,Sunday,bl2
Eintracht Braunschweig,1. FC Kaiserslautern,1:0,2016,9,Monday,bl2
Hertha BSC,Borussia Mönchengladbach,3:0,2016,10,Friday,bl1
FC Bayern München,TSG Hoffenheim,1:1,2016,10,Saturday,bl1
Bayer 04 Leverkusen,SV Darmstadt 98,3:2,2016,10,Saturday,bl1
Hamburger SV,Borussia Dortmund,2:5,2016,10,Saturday,bl1
FC Ingolstadt 04,FC Augsburg,0:2,2016,10,Saturday,bl1
SC Freiburg,VfL Wolfsburg,0:3,2016,10,Saturday,bl1
Eintracht Frankfurt,1. FC Köln,1:0,2016,10,Saturday,bl1
RB Leipzig,1. FSV Mainz 05,3:1,2016,10,Sunday,bl1
FC Schalke 04,SV Werder Bremen,3:1,2016,10,Sunday,bl1
VfB Stuttgart,TSV 1860 München,2:1,2016,10,Friday,bl2
Fortuna Düsseldorf,Arminia Bielefeld,4:0,2016,10,Friday,bl2
FC Kickers Würzburg,Karlsruher SC,0:2,2016,10,Friday,bl2
1. FC Heidenheim 1846,Dynamo Dresden,0:0,2016,10,Saturday,bl2
SV Sandhausen,FC St. Pauli,3:0,2016,10,Saturday,bl2
1. FC Nürnberg,Hannover 96,2:0,2016,10,Sunday,bl2
Eintracht Braunschweig,SpVgg Greuther Fürth,1:0,2016,10,Sunday,bl2
Erzgebirge Aue,1. FC Union Berlin,1:3,2016,10,Sunday,bl2
1. FC Kaiserslautern,VfL Bochum,3:0,2016,10,Monday,bl2
Bayer 04 Leverkusen,RB Leipzig,2:3,2016,11,Friday,bl1
Borussia Mönchengladbach,1. FC Köln,1:2,2016,11,Saturday,bl1
1. FSV Mainz 05,SC Freiburg,4:2,2016,11,Saturday,bl1
VfL Wolfsburg,FC Schalke 04,0:1,2016,11,Saturday,bl1
FC Augsburg,Hertha BSC,0:0,2016,11,Saturday,bl1
SV Darmstadt 98,FC Ingolstadt 04,0:1,2016,11,Saturday,bl1
Borussia Dortmund,FC Bayern München,1:0,2016,11,Saturday,bl1
TSG Hoffenheim,Hamburger SV,2:2,2016,11,Sunday,bl1
SV Werder Bremen,Eintracht Frankfurt,1:2,2016,11,Sunday,bl1
Arminia Bielefeld,SV Sandhausen,1:0,2016,11,Friday,bl2
TSV 1860 München,Erzgebirge Aue,6:2,2016,11,Friday,bl2
Dynamo Dresden,Eintracht Braunschweig,3:2,2016,11,Friday,bl2
1. FC Union Berlin,Fortuna Düsseldorf,0:1,2016,11,Saturday,bl2
SpVgg Greuther Fürth,1. FC Kaiserslautern,0:1,2016,11,Saturday,bl2
Hannover 96,FC Kickers Würzburg,3:1,2016,11,Sunday,bl2
VfL Bochum,1. FC Heidenheim 1846,2:1,2016,11,Sunday,bl2
Karlsruher SC,VfB Stuttgart,1:3,2016,11,Sunday,bl2
FC St. Pauli,1. FC Nürnberg,1:1,2016,11,Monday,bl2
SC Freiburg,RB Leipzig,1:4,2016,12,Friday,bl1
Borussia Mönchengladbach,TSG Hoffenheim,1:1,2016,12,Saturday,bl1
1. FC Köln,FC Augsburg,0:0,2016,12,Saturday,bl1
Hamburger SV,SV Werder Bremen,2:2,2016,12,Saturday,bl1
FC Ingolstadt 04,VfL Wolfsburg,1:1,2016,12,Saturday,bl1
Eintracht Frankfurt,Borussia Dortmund,2:1,2016,12,Saturday,bl1
FC Bayern München,Bayer 04 Leverkusen,2:1,2016,12,Saturday,bl1
FC Schalke 04,SV Darmstadt 98,3:1,2016,12,Sunday,bl1
Hertha BSC,1. FSV Mainz 05,2:1,2016,12,Sunday,bl1
1. FC Heidenheim 1846,Karlsruher SC,2:1,2016,12,Friday,bl2
Fortuna Düsseldorf,Dynamo Dresden,0:3,2016,12,Friday,bl2
Erzgebirge Aue,1. FC Nürnberg,1:2,2016,12,Friday,bl2
SpVgg Greuther Fürth,VfL Bochum,2:1,2016,12,Saturday,bl2
1. FC Kaiserslautern,1. FC Union Berlin,1:0,2016,12,Saturday,bl2
VfB Stuttgart,Arminia Bielefeld,3:1,2016,12,Sunday,bl2
Eintracht Braunschweig,Hannover 96,2:2,2016,12,Sunday,bl2
SV Sandhausen,TSV 1860 München,3:2,2016,12,Sunday,bl2
FC Kickers Würzburg,FC St. Pauli,1:0,2016,12,Monday,bl2
1. FSV Mainz 05,FC Bayern München,1:3,2016,13,Friday,bl1
Borussia Dortmund,Borussia Mönchengladbach,4:1,2016,13,Saturday,bl1
Bayer 04 Leverkusen,SC Freiburg,1:1,2016,13,Saturday,bl1
VfL Wolfsburg,Hertha BSC,2:3,2016,13,Saturday,bl1
SV Werder Bremen,FC Ingolstadt 04,2:1,2016,13,Saturday,bl1
TSG Hoffenheim,1. FC Köln,4:0,2016,13,Saturday,bl1
RB Leipzig,FC Schalke 04,2:1,2016,13,Saturday,bl1
SV Darmstadt 98,Hamburger SV,0:2,2016,13,Sunday,bl1
FC Augsburg,Eintracht Frankfurt,1:1,2016,13,Sunday,bl1
1. FC Nürnberg,FC Kickers Würzburg,2:2,2016,13,Friday,bl2
VfL Bochum,Eintracht Braunschweig,1:1,2016,13,Friday,bl2
Arminia Bielefeld,1. FC Heidenheim 1846,2:1,2016,13,Friday,bl2
Hannover 96,Erzgebirge Aue,2:0,2016,13,Saturday,bl2
Karlsruher SC,SV Sandhausen,1:3,2016,13,Saturday,bl2
FC St. Pauli,Fortuna Düsseldorf,0:1,2016,13,Sunday,bl2
1. FC Union Berlin,VfB Stuttgart,1:1,2016,13,Sunday,bl2
Dynamo Dresden,SpVgg Greuther Fürth,2:1,2016,13,Sunday,bl2
TSV 1860 München,1. FC Kaiserslautern,1:1,2016,13,Monday,bl2
Eintracht Frankfurt,TSG Hoffenheim,0:0,2016,14,Friday,bl1
FC Bayern München,VfL Wolfsburg,5:0,2016,14,Saturday,bl1
1. FC Köln,Borussia Dortmund,1:1,2016,14,Saturday,bl1
Hamburger SV,FC Augsburg,1:0,2016,14,Saturday,bl1
FC Ingolstadt 04,RB Leipzig,1:0,2016,14,Saturday,bl1
SC Freiburg,SV Darmstadt 98,1:0,2016,14,Saturday,bl1
Hertha BSC,SV Werder Bremen,0:1,2016,14,Saturday,bl1
Borussia Mönchengladbach,1. FSV Mainz 05,1:0,2016,14,Sunday,bl1
FC Schalke 04,Bayer 04 Leverkusen,0:1,2016,14,Sunday,bl1
SpVgg Greuther Fürth,Arminia Bielefeld,2:1,2016,14,Friday,bl2
Fortuna Düsseldorf,Hannover 96,2:2,2016,14,Friday,bl2
FC Kickers Würzburg,Erzgebirge Aue,1:1,2016,14,Friday,bl2
1. FC Heidenheim 1846,FC St. Pauli,2:0,2016,14,Saturday,bl2
Dynamo Dresden,VfL Bochum,2:2,2016,14,Saturday,bl2
Eintracht Braunschweig,TSV 1860 München,2:1,2016,14,Sunday,bl2
1. FC Kaiserslautern,Karlsruher SC,0:0,2016,14,Sunday,bl2
SV Sandhausen,1. FC Union Berlin,0:1,2016,14,Sunday,bl2
VfB Stuttgart,1. FC Nürnberg,3:1,2016,14,Monday,bl2
TSG Hoffenheim,Borussia Dortmund,2:2,2016,15,Friday,bl1
FC Schalke 04,SC Freiburg,1:1,2016,15,Saturday,bl1
1. FSV Mainz 05,Hamburger SV,3:1,2016,15,Saturday,bl1
FC Augsburg,Borussia Mönchengladbach,1:0,2016,15,Saturday,bl1
SV Werder Bremen,1. FC Köln,1:1,2016,15,Saturday,bl1
RB Leipzig,Hertha BSC,2:0,2016,15,Saturday,bl1
VfL Wolfsburg,Eintracht Frankfurt,1:0,2016,15,Saturday,bl1
SV Darmstadt 98,FC Bayern München,0:1,2016,15,Sunday,bl1
Bayer 04 Leverkusen,FC Ingolstadt 04,1:2,2016,15,Sunday,bl1
Hannover 96,1. FC Heidenheim 1846,3:2,2016,15,Friday,bl2
FC St. Pauli,1. FC Kaiserslautern,0:0,2016,15,Friday,bl2
Karlsruher SC,SpVgg Greuther Fürth,1:2,2016,15,Friday,bl2
1. FC Nürnberg,SV Sandhausen,1:3,2016,15,Saturday,bl2
TSV 1860 München,Dynamo Dresden,1:0,2016,15,Saturday,bl2
Arminia Bielefeld,VfL Bochum,1:0,2016,15,Sunday,bl2
Erzgebirge Aue,VfB Stuttgart,0:4,2016,15,Sunday,bl2
FC Kickers Würzburg,Fortuna Düsseldorf,0:0,2016,15,Sunday,bl2
1. FC Union Berlin,Eintracht Braunschweig,2:0,2016,15,Monday,bl2
Borussia Dortmund,FC Augsburg,1:1,2016,16,Tuesday,bl1
Borussia Mönchengladbach,VfL Wolfsburg,1:2,2016,16,Tuesday,bl1
Hamburger SV,FC Schalke 04,2:1,2016,16,Tuesday,bl1
Eintracht Frankfurt,1. FSV Mainz 05,3:0,2016,16,Tuesday,bl1
FC Bayern München,RB Leipzig,3:0,2016,16,Wednesday,bl1
Hertha BSC,SV Darmstadt 98,2:0,2016,16,Wednesday,bl1
1. FC Köln,Bayer 04 Leverkusen,1:1,2016,16,Wednesday,bl1
FC Ingolstadt 04,SC Freiburg,1:2,2016,16,Wednesday,bl1
TSG Hoffenheim,SV Werder Bremen,1:1,2016,16,Wednesday,bl1
1. FC Heidenheim 1846,1. FC Union Berlin,3:0,2016,16,Friday,bl2
Fortuna Düsseldorf,1. FC Nürnberg,0:2,2016,16,Friday,bl2
Dynamo Dresden,Karlsruher SC,0:0,2016,16,Friday,bl2
VfL Bochum,TSV 1860 München,1:0,2016,16,Saturday,bl2
1. FC Kaiserslautern,Erzgebirge Aue,0:0,2016,16,Saturday,bl2
Eintracht Braunschweig,Arminia Bielefeld,3:2,2016,16,Sunday,bl2
SpVgg Greuther Fürth,FC St. Pauli,0:2,2016,16,Sunday,bl2
SV Sandhausen,FC Kickers Würzburg,0:0,2016,16,Sunday,bl2
VfB Stuttgart,Hannover 96,1:2,2016,16,Monday,bl2
SC Freiburg,FC Bayern München,1:2,2016,17,Friday,bl1
FC Schalke 04,FC Ingolstadt 04,1:0,2016,17,Saturday,bl1
VfL Wolfsburg,Hamburger SV,1:0,2016,17,Saturday,bl1
FC Augsburg,TSG Hoffenheim,0:2,2016,17,Saturday,bl1
SV Werder Bremen,Borussia Dortmund,1:2,2016,17,Saturday,bl1
SV Darmstadt 98,Borussia Mönchengladbach,0:0,2016,17,Saturday,bl1
RB Leipzig,Eintracht Frankfurt,3:0,2016,17,Saturday,bl1
Bayer 04 Leverkusen,Hertha BSC,3:1,2016,17,Sunday,bl1
1. FSV Mainz 05,1. FC Köln,0:0,2016,17,Sunday,bl1
1. FC Union Berlin,SpVgg Greuther Fürth,1:1,2016,17,Friday,bl2
TSV 1860 München,1. FC Heidenheim 1846,1:1,2016,17,Friday,bl2
Erzgebirge Aue,Fortuna Düsseldorf,0:0,2016,17,Friday,bl2
FC St. Pauli,VfL Bochum,1:1,2016,17,Saturday,bl2
Karlsruher SC,Eintracht Braunschweig,0:0,2016,17,Saturday,bl2
Hannover 96,SV Sandhausen,0:0,2016,17,Sunday,bl2
Arminia Bielefeld,Dynamo Dresden,1:2,2016,17,Sunday,bl2
FC Kickers Würzburg,VfB Stuttgart,3:0,2016,17,Sunday,bl2
1. FC Nürnberg,1. FC Kaiserslautern,2:1,2016,17,Monday,bl2
FC Schalke 04,Eintracht Frankfurt,0:1,2016,18,Friday,bl1
SV Werder Bremen,FC Bayern München,1:2,2016,18,Saturday,bl1
SV Darmstadt 98,1. FC Köln,1:6,2016,18,Saturday,bl1
FC Ingolstadt 04,Hamburger SV,3:1,2016,18,Saturday,bl1
VfL Wolfsburg,FC Augsburg,1:2,2016,18,Saturday,bl1
RB Leipzig,TSG Hoffenheim,2:1,2016,18,Saturday,bl1
Bayer 04 Leverkusen,Borussia Mönchengladbach,2:3,2016,18,Saturday,bl1
SC Freiburg,Hertha BSC,2:1,2016,18,Sunday,bl1
1. FSV Mainz 05,Borussia Dortmund,1:1,2016,18,Sunday,bl1
1. FC Union Berlin,VfL Bochum,2:1,2016,18,Friday,bl2
TSV 1860 München,SpVgg Greuther Fürth,2:1,2016,18,Friday,bl2
Fortuna Düsseldorf,SV Sandhausen,0:3,2016,18,Friday,bl2
FC Kickers Würzburg,Eintracht Braunschweig,1:1,2016,18,Saturday,bl2
Erzgebirge Aue,1. FC Heidenheim 1846,2:1,2016,18,Saturday,bl2
1. FC Nürnberg,Dynamo Dresden,1:2,2016,18,Sunday,bl2
FC St. Pauli,VfB Stuttgart,0:1,2016,18,Sunday,bl2
Karlsruher SC,Arminia Bielefeld,3:2,2016,18,Sunday,bl2
Hannover 96,1. FC Kaiserslautern,1:0,2016,18,Monday,bl2
Hamburger SV,Bayer 04 Leverkusen,1:0,2016,19,Friday,bl1
Borussia Mönchengladbach,SC Freiburg,3:0,2016,19,Saturday,bl1
FC Bayern München,FC Schalke 04,1:1,2016,19,Saturday,bl1
TSG Hoffenheim,1. FSV Mainz 05,4:0,2016,19,Saturday,bl1
1. FC Köln,VfL Wolfsburg,1:0,2016,19,Saturday,bl1
Hertha BSC,FC Ingolstadt 04,1:0,2016,19,Saturday,bl1
Borussia Dortmund,RB Leipzig,1:0,2016,19,Saturday,bl1
FC Augsburg,SV Werder Bremen,3:2,2016,19,Sunday,bl1
Eintracht Frankfurt,SV Darmstadt 98,2:0,2016,19,Sunday,bl1
SpVgg Greuther Fürth,Hannover 96,4:1,2016,19,Friday,bl2
1. FC Kaiserslautern,FC Kickers Würzburg,1:0,2016,19,Friday,bl2
Arminia Bielefeld,TSV 1860 München,2:1,2016,19,Friday,bl2
SV Sandhausen,Erzgebirge Aue,2:0,2016,19,Saturday,bl2
1. FC Heidenheim 1846,1. FC Nürnberg,2:3,2016,19,Saturday,bl2
Eintracht Braunschweig,FC St. Pauli,1:2,2016,19,Sunday,bl2
Dynamo Dresden,1. FC Union Berlin,0:0,2016,19,Sunday,bl2
VfL Bochum,Karlsruher SC,1:1,2016,19,Sunday,bl2
VfB Stuttgart,Fortuna Düsseldorf,2:0,2016,19,Monday,bl2
1. FSV Mainz 05,FC Augsburg,2:0,2016,20,Friday,bl1
FC Ingolstadt 04,FC Bayern München,0:2,2016,20,Saturday,bl1
Bayer 04 Leverkusen,Eintracht Frankfurt,3:0,2016,20,Saturday,bl1
SV Darmstadt 98,Borussia Dortmund,2:1,2016,20,Saturday,bl1
SV Werder Bremen,Borussia Mönchengladbach,0:1,2016,20,Saturday,bl1
RB Leipzig,Hamburger SV,0:3,2016,20,Saturday,bl1
FC Schalke 04,Hertha BSC,2:0,2016,20,Saturday,bl1
VfL Wolfsburg,TSG Hoffenheim,2:1,2016,20,Sunday,bl1
SC Freiburg,1. FC Köln,2:1,2016,20,Sunday,bl1
1. FC Nürnberg,Eintracht Braunschweig,1:1,2016,20,Friday,bl2
Erzgebirge Aue,SpVgg Greuther Fürth,0:0,2016,20,Friday,bl2
Fortuna Düsseldorf,1. FC Kaiserslautern,1:1,2016,20,Friday,bl2
TSV 1860 München,Karlsruher SC,2:1,2016,20,Saturday,bl2
FC Kickers Würzburg,1. FC Heidenheim 1846,0:2,2016,20,Saturday,bl2
1. FC Union Berlin,Arminia Bielefeld,3:1,2016,20,Sunday,bl2
VfB Stuttgart,SV Sandhausen,2:1,2016,20,Sunday,bl2
FC St. Pauli,Dynamo Dresden,2:0,2016,20,Sunday,bl2
Hannover 96,VfL Bochum,2:1,2016,20,Monday,bl2
FC Augsburg,Bayer 04 Leverkusen,1:3,2016,21,Friday,bl1
1. FSV Mainz 05,SV Werder Bremen,0:2,2016,21,Saturday,bl1
TSG Hoffenheim,SV Darmstadt 98,2:0,2016,21,Saturday,bl1
Hertha BSC,FC Bayern München,1:1,2016,21,Saturday,bl1
Borussia Dortmund,VfL Wolfsburg,3:0,2016,21,Saturday,bl1
Eintracht Frankfurt,FC Ingolstadt 04,0:2,2016,21,Saturday,bl1
Hamburger SV,SC Freiburg,2:2,2016,21,Saturday,bl1
Borussia Mönchengladbach,RB Leipzig,1:2,2016,21,Sunday,bl1
1. FC Köln,FC Schalke 04,1:1,2016,21,Sunday,bl1
1. FC Kaiserslautern,SV Sandhausen,3:0,2016,21,Friday,bl2
Eintracht Braunschweig,Erzgebirge Aue,1:1,2016,21,Friday,bl2
1. FC Heidenheim 1846,VfB Stuttgart,1:2,2016,21,Friday,bl2
SpVgg Greuther Fürth,Fortuna Düsseldorf,1:0,2016,21,Saturday,bl2
VfL Bochum,FC Kickers Würzburg,2:1,2016,21,Saturday,bl2
Dynamo Dresden,Hannover 96,1:2,2016,21,Sunday,bl2
Arminia Bielefeld,FC St. Pauli,1:1,2016,21,Sunday,bl2
Karlsruher SC,1. FC Union Berlin,1:2,2016,21,Sunday,bl2
TSV 1860 München,1. FC Nürnberg,2:0,2016,21,Monday,bl2
VfL Wolfsburg,SV Werder Bremen,1:2,2016,22,Friday,bl1
FC Bayern München,Hamburger SV,8:0,2016,22,Saturday,bl1
SV Darmstadt 98,FC Augsburg,1:2,2016,22,Saturday,bl1
SC Freiburg,Borussia Dortmund,0:3,2016,22,Saturday,bl1
Bayer 04 Leverkusen,1. FSV Mainz 05,0:2,2016,22,Saturday,bl1
RB Leipzig,1. FC Köln,3:1,2016,22,Saturday,bl1
Hertha BSC,Eintracht Frankfurt,2:0,2016,22,Saturday,bl1
FC Ingolstadt 04,Borussia Mönchengladbach,0:2,2016,22,Sunday,bl1
FC Schalke 04,TSG Hoffenheim,1:1,2016,22,Sunday,bl1
1. FC Union Berlin,TSV 1860 München,2:0,2016,22,Friday,bl2
SV Sandhausen,Eintracht Braunschweig,0:1,2016,22,Friday,bl2
FC Kickers Würzburg,SpVgg Greuther Fürth,1:1,2016,22,Friday,bl2
Fortuna Düsseldorf,1. FC Heidenheim 1846,0:0,2016,22,Saturday,bl2
Hannover 96,Arminia Bielefeld,2:2,2016,22,Saturday,bl2
VfB Stuttgart,1. FC Kaiserslautern,2:0,2016,22,Sunday,bl2
1. FC Nürnberg,VfL Bochum,0:1,2016,22,Sunday,bl2
Erzgebirge Aue,Dynamo Dresden,1:4,2016,22,Sunday,bl2
FC St. Pauli,Karlsruher SC,5:0,2016,22,Monday,bl2
FC Augsburg,RB Leipzig,2:2,2016,23,Friday,bl1
Borussia Dortmund,Bayer 04 Leverkusen,6:2,2016,23,Saturday,bl1
1. FSV Mainz 05,VfL Wolfsburg,1:1,2016,23,Saturday,bl1
TSG Hoffenheim,FC Ingolstadt 04,5:2,2016,23,Saturday,bl1
SV Werder Bremen,SV Darmstadt 98,2:0,2016,23,Saturday,bl1
1. FC Köln,FC Bayern München,0:3,2016,23,Saturday,bl1
Borussia Mönchengladbach,FC Schalke 04,4:2,2016,23,Saturday,bl1
Eintracht Frankfurt,SC Freiburg,1:2,2016,23,Sunday,bl1
Hamburger SV,Hertha BSC,1:0,2016,23,Sunday,bl1
Dynamo Dresden,1. FC Kaiserslautern,3:3,2016,23,Friday,bl2
VfL Bochum,Fortuna Düsseldorf,1:2,2016,23,Friday,bl2
1. FC Union Berlin,FC Kickers Würzburg,2:0,2016,23,Friday,bl2
TSV 1860 München,FC St. Pauli,1:2,2016,23,Saturday,bl2
Karlsruher SC,Hannover 96,2:0,2016,23,Saturday,bl2
1. FC Heidenheim 1846,SV Sandhausen,2:2,2016,23,Sunday,bl2
Arminia Bielefeld,Erzgebirge Aue,2:2,2016,23,Sunday,bl2
SpVgg Greuther Fürth,1. FC Nürnberg,1:0,2016,23,Sunday,bl2
Eintracht Braunschweig,VfB Stuttgart,1:1,2016,23,Monday,bl2
Bayer 04 Leverkusen,SV Werder Bremen,1:1,2016,24,Friday,bl1
Hertha BSC,Borussia Dortmund,2:1,2016,24,Saturday,bl1
SV Darmstadt 98,1. FSV Mainz 05,2:1,2016,24,Saturday,bl1
RB Leipzig,VfL Wolfsburg,0:1,2016,24,Saturday,bl1
SC Freiburg,TSG Hoffenheim,1:1,2016,24,Saturday,bl1
FC Bayern München,Eintracht Frankfurt,3:0,2016,24,Saturday,bl1
FC Ingolstadt 04,1. FC Köln,2:2,2016,24,Saturday,bl1
FC Schalke 04,FC Augsburg,3:0,2016,24,Sunday,bl1
